"","ProcessName","Metric","Description","Units","Value","StdDev","ProcessGroup"
"463","Particulate Pyrite Autotrophic Denitrification (PPAD)","NO3 removal efficiency","Nitrate removal efficiency; Run 1","%",59.5,46.7653718043597,"Sulfur-based nutrient removal"
"464","Particulate Pyrite Autotrophic Denitrification (PPAD)","Effluent TN concentration","Total nitrogen concentration; final for Run 1","mg/L N",1.74,0,"Sulfur-based nutrient removal"
"465","Partitionable-Space Enhanced Coagulation","P removal efficiency","At steady state during continuous operation for low concentration WW (32.09 mg/L P)","%",98.2333333333333,1.68090005651761,"Precipitation"
"466","Partitionable-Space Enhanced Coagulation","Effluent P concentration","At steady state during continuous operation for low concentration WW (32.09 mg/L P)","mg/L P",1.46666666666667,1.48115664262765,"Precipitation"
"467","Partitionable-Space Enhanced Coagulation","P removal rate","Volumetric removal rate (VRR)","kg P/m^3/d",2.86,0.2,"Precipitation"
"468","Phoredox (Anaerobic-Anoxic-Oxic)","Effluent TN concentration","Target","mg/L N",6.62,3.08207181400218,"Conventional EBPR"
"469","Phoredox (Anaerobic-Anoxic-Oxic)","Effluent P concentration","Target","mg/L P",0.3,0.23094010767585,"Conventional EBPR"
"470","Phoredox (Anaerobic-Anoxic-Oxic)","Effluent TP concentration","WWTP A","mg/L P",0.521666666666667,0.267693854991107,"Conventional EBPR"
"471","Phoredox (Anaerobic-Anoxic-Oxic)","Effluent PO4 concentration","WWTP A","mg/L P",0.283333333333333,0.245252056930358,"Conventional EBPR"
"472","Phoredox (Anaerobic-Anoxic-Oxic)","Effluent NH3-NH4 concentration","Katwoude","mg/L N",1.6,2.44390398065609,"Conventional EBPR"
"473","Phoredox (Anaerobic-Anoxic-Oxic)","Effluent NO2-NO3 concentration","Katwoude","mg/L N",3.825,2.15530353624109,"Conventional EBPR"
"474","Phoredox (Anaerobic-Anoxic-Oxic)","N removal efficiency","Influent nitrogen removal (minimum; all phases)","%",75,5.77350269189626,"Conventional EBPR"
"475","Phoredox (Anaerobic-Anoxic-Oxic)","P removal efficiency","Influent phosphorus removal (minimum, all phases)","%",65,5.77350269189626,"Conventional EBPR"
"476","Phoredox (Anaerobic-Anoxic-Oxic)","PO4 removal efficiency","Removal efficiency of phosphate through system; for all phases; from Figure 6","%",98,1.4142135623731,"Conventional EBPR"
"477","Phoredox (Anaerobic-Anoxic-Oxic)","TN removal efficiency","Removal efficiency of total nitrogen through system (start up)","%",75.9,2.83357842077221,"Conventional EBPR"
"478","Phoredox (Anaerobic-Anoxic-Oxic)","NH3-NH4 removal efficiency","Removal efficiency of ammonia through the system; from Figure 6 (phase 1)","%",96.4,2.31840462387366,"Conventional EBPR"
"479","Phosphate Slag Recovery","PO4 recovery efficiency","Phosphate transfer from sewage sludge","%",67.5,2.88675134594813,"Phosphate Slag Recovery"
"480","Phosphoric Acid Recovery","Cost for P recovery","Chemicals, energy, personnel, discharge of residual solids, depreciation and interest","$/kg P",NA,NA,"Phosphoric Acid Recovery"
"481","Phosphoric Acid Recovery","P recovery efficiency","From influent (brine after the ion exchange) lower limit","%",40,23.094010767585,"Phosphoric Acid Recovery"
"482","Photocatalytic Oxidation","NH3-NH4 removal efficiency","Total Ammonia Nitrogen Removal","%",37.315,20.9337395998442,"Oxidation Processes"
"483","Photoelectrocatalytic Oxidation","TN removal efficiency","TN; For 30 mg/LN nitrate solution in 90 minutes , conversion process","%",96.775,2.2251591703365,"Oxidation Processes"
"484","Photosynthetic Microbial Fuel Cell","NH3-NH4 removal rate","Not clearly defined in this literature40-day tests(average rate of ammonium migration from anode to cathode + uptake by algae in cathode) (long-term, with capacitors)","kg N/m^3/d",0.0053,0.632455532033676,"Microbial Fuel Cell"
"485","Purple Phototrophic Bacteria","TN removal efficiency","Period I","%",89.3666666666667,5.72647360947377,"Purple Phototrophic Bacteria"
"486","Purple Phototrophic Bacteria","Effluent TN concentration","Period I","mg/L N",6.13333333333333,3.29393381840012,"Purple Phototrophic Bacteria"
"487","Purple Phototrophic Bacteria","TP removal efficiency","Period I","%",96.5,2.4202272620562,"Purple Phototrophic Bacteria"
"488","Purple Phototrophic Bacteria","Effluent TP concentration","Period I","mg/L P",0.293333333333333,0.221979728804231,"Purple Phototrophic Bacteria"
"489","Purple Phototrophic Bacteria","NH3-NH4 removal efficiency","Ammonium; Maximum after 120 hours; without acetate addition","%",63.6,28.4422807336777,"Purple Phototrophic Bacteria"
"490","Purple Phototrophic Bacteria","PO4 removal efficiency","Phosphate; Maximum after 24 hours; without acetate addition","%",60.3,45.4085160882112,"Purple Phototrophic Bacteria"
"491","Purple Phototrophic Bacteria","Effluent NH3-NH4 concentration","Ammonium; after 24 hours; with acetate addition","mg/L N",0.12,0.173205080756888,"Purple Phototrophic Bacteria"
"492","Purple Phototrophic Bacteria","Effluent PO4 concentration","Phosphate; after 24 hours; with acetate addition","mg/L P",0.8,0.741619848709566,"Purple Phototrophic Bacteria"
"493","Purple Phototrophic Bacteria","NH3-NH4 removal rate","Ammonium; average (4-20 hours)","kg N/m^3/d",0.171666666666667,0.120677255520666,"Purple Phototrophic Bacteria"
"494","Purple Phototrophic Bacteria","PO4 removal rate","Phosphate; average (4-20 hours)","kg P/m^3/d",0.0253333333333333,0.0164848415218345,"Purple Phototrophic Bacteria"
"495","Pyrrhotite Autotrophic Denitrification","Effluent NO2-NO3 concentration","Average effluent total oxidized nitrogen (TON, nitrite and nitrate as N); Phase 2 (synthetic wastewater); B2","mg/L N",2.775,2.448679916472,"Sulfur-based nutrient removal"
"496","Pyrrhotite Autotrophic Denitrification","Effluent PO4 concentration","Average effluent phosphate as P; Phase 2 (synthetic wastewater); B2","mg/L P",7.78,5.59018485084945,"Sulfur-based nutrient removal"
"497","Pyrrhotite Autotrophic Denitrification","NO2-NO3 removal efficiency","Average removal of TON; Phase 2 (synthetic wastewater); B2","%",83.28,17.5454204851294,"Sulfur-based nutrient removal"
"498","Pyrrhotite Autotrophic Denitrification","PO4 removal efficiency","Average removal of phosphate; Phase 2 (synthetic wastewater); B2","%",50.5775,33.8693628519935,"Sulfur-based nutrient removal"
"499","RAVITA (Phosphoric Acid and Ammonia Stripping)","P removal efficiency","3.4 Al:P; No mention of how these values were measured, but they specified that 2.6 Al:P was most optimal (even though this data point wasnt on their graph) considering that Al must be removed in a subsequent unit operation.pilot scale","%",91.5,0.577350269189626,"Phosphoric Acid Recovery"
"500","RAVITA (Phosphoric Acid and Ammonia Stripping)","Effluent TP concentration","At 3.4 Al:P; for inlet TP concentration of roughly 5 mg TP/L, pilot scale","mg/L P",NA,NA,"Phosphoric Acid Recovery"
"501","Reverse Osmosis","NH3-NH4 removal efficiency","Ammonium rejection with flat sheet NF & RO membranes  Anaerobic effluent; ESNA LF","%",84.8333333333333,11.435533593647,"Membrane filtration"
"502","Reverse Osmosis","PO4 removal efficiency","Phosphate rejection with flat sheet NF & RO membranes  Anaerobic effluent; ESNA LF","%",97.3333333333333,1.51185789203691,"Membrane filtration"
"503","Reverse Osmosis","NH3-NH4 recovery efficiency","RO as reported by (Maurer et al., 2006)","%",70,0,"Membrane filtration"
"504","Reverse Osmosis","PO4 recovery efficiency","RO as reported by (Maurer et al., 2006)","%",73,0,"Membrane filtration"
"505","Revolving Algal Biofilm Reactor","TP removal rate","In RAB; For 7-day HRT","kg P/m^3/d",NA,NA,"Algal biofilm"
"506","Revolving Algal Biofilm Reactor","TP removal efficiency","In RAB; For 7-day & 4.7-day HRT (minimum)","%",75,17.3205080756888,"Algal biofilm"
"507","Revolving Algal Biofilm Reactor","TP removal flux","Based on belt surface; 1.8-m RAB with 7-d HRT (minimum)","kg P/m^2/d",NA,NA,"Algal biofilm"
"508","Revolving Algal Biofilm Reactor","Effluent PO4 concentration","Ortho-phosphate; In all 3 reactors, i.e. control, 0.9 m RAB and 1.8 m RAB at 7-day HRT; less than reported value","mg/L P",0.01,0,"Algal biofilm"
"509","Revolving Algal Biofilm Reactor","PO4 removal efficiency","In all 3 reactors, i.e. control, 0.9 m RAB and 1.8 m RAB at 7-day HRT","%",100,0,"Algal biofilm"
"510","Revolving Algal Biofilm Reactor","PO4 removal flux","Based on belt surface; 1.8-m RAB at 7-day HRT (minimum)","kg P/m^2/d",NA,NA,"Algal biofilm"
"511","Revolving Algal Biofilm Reactor","PO4 removal rate","1.8-m RAB at 7-day HRT (minimum)","kg P/m^3/d",NA,NA,"Algal biofilm"
"512","Revolving Algal Biofilm Reactor","TKN removal efficiency","For all HRTs in both RABs","%",80,0,"Algal biofilm"
"513","Revolving Algal Biofilm Reactor","TKN removal rate","1.8-m RAB at HRT of 7 days; estimated from Figure 5  (minimum)","kg N/m^3/d",0.00595,0.00513841739578767,"Algal biofilm"
"514","Revolving Algal Biofilm Reactor","TKN removal flux","Based on belt surface; 1.8-m RAB at 7-day HRT; estimated from Figure 5  (minimum)","kg N/m^2/d",0.000195,0.000190525588832576,"Algal biofilm"
"515","Revolving Algal Biofilm Reactor","NH3-NH4 removal rate","Average values for 0.9 m RAB.","kg N/m^3/d",NA,NA,"Algal biofilm"
"516","Revolving Algal Biofilm Reactor","NH3-NH4 removal efficiency","0.9 m and 1.8 m RAB with HRTs of 7, 4.7, and 1.3 days; Estimated from Figure 6","%",97,0,"Algal biofilm"
"517","Rotating Algal Biofilm Reactor","TP removal flux","TDP; average reduction rate in pilot-scale RABR (after 12 days)","kg P/m^2/d",NA,0,"Algal biofilm"
"518","Rotating Algal Biofilm Reactor","TN removal flux","TDN; average reduction rate in pilot-scale RABR (after 12 days)","kg N/m^2/d",NA,0,"Algal biofilm"
"519","Rotating Algal Biofilm Reactor","TP removal efficiency","Total dissolved phosphorus; average in pilot-scale RABR","%",23,0,"Algal biofilm"
"520","Rotating Algal Biofilm Reactor","TN removal efficiency","Total Dissolved nitrogen; average in pilot-scale RABR","%",76,0,"Algal biofilm"
"521","Rotating Cathode Microbial Fuel Cell","NH3-NH4 removal efficiency","Ammonium removal, 1 day HRT","%",76.7,20.002916454024,"Microbial Fuel Cell"
"522","Rotating Cathode Microbial Fuel Cell","TN removal efficiency","TN removal observed through the RBC-MFC reactor, Run 1","%",46.45,20.0501039066301,"Microbial Fuel Cell"
"523","Rotating Electrobiological Contactor (REBC)","NH3-NH4 removal efficiency","Concentration ratio of {oxidized ammonium N} to {concentration of total N in untreated wastewater}; I = 0 A/m2","%",73.6,11.3063993679097,"Microbial Electrolysis Cell"
"524","Rotating Electrobiological Contactor (REBC)","NO3 removal efficiency","Concentration ratio of {N removed in denitrification} to {oxidized ammonium N; I = 0 A/m2","%",73.875,16.0128906405641,"Microbial Electrolysis Cell"
"525","Rotating Electrobiological Contactor (REBC)","N removal efficiency","Resulting from denitrification and biomass yield; I = 0 A/m2","%",56.075,7.68179666484343,"Microbial Electrolysis Cell"
"526","Shortcut Denitrifying Phosphorus Accumulating Organisms (Shortcut DPAOs)","PO4 removal efficiency","Removal efficiency of phosphate (PO43-P), F-SBR","%",97.6,1.14017542509914,"Shortcut Denitrifying PAOs"
"527","Shortcut Denitrifying Phosphorus Accumulating Organisms (Shortcut DPAOs)","NH3-NH4 removal efficiency","Removal efficiency of ammonia, F-SBR","%",97.5,4.50924975282289,"Shortcut Denitrifying PAOs"
"528","Shortcut Denitrifying Phosphorus Accumulating Organisms (Shortcut DPAOs)","TN removal efficiency","Removal efficiency of TN. F-SBR","%",93.35,7.11641295410376,"Shortcut Denitrifying PAOs"
"529","Shortcut Denitrifying Phosphorus Accumulating Organisms (Shortcut DPAOs)","Effluent NH3-NH4 concentration","Ammonia out of sidestream granule SBR reactor during days 60-140 of operation","mg/L N",4.5,8.83402513014311,"Shortcut Denitrifying PAOs"
"530","Shortcut Denitrifying Phosphorus Accumulating Organisms (Shortcut DPAOs)","Effluent TN concentration","Total nitrogen out of sidestream granule SBR reactor during days 60-140 of operation","mg/L N",31.3,4,"Shortcut Denitrifying PAOs"
"531","Shortcut Denitrifying Phosphorus Accumulating Organisms (Shortcut DPAOs)","Effluent PO4 concentration","Phosphate out of sidestream granule SBR reactor during days 60-140 of operation","mg/L P",12.8,4.19523539268061,"Shortcut Denitrifying PAOs"
"532","Shortcut Denitrifying Phosphorus Accumulating Organisms (Shortcut DPAOs)","Effluent NO2 concentration","Nitrite out of sidestream granule SBR reactor during days 60-140 of operation","mg/L N",9.5,2.34520787991171,"Shortcut Denitrifying PAOs"
"533","Shortcut Denitrifying Phosphorus Accumulating Organisms (Shortcut DPAOs)","Effluent NO3 concentration","Nitrate out of sidestream granule SBR reactor during days 60-140 of operation","mg/L N",1.8,0.707106781186548,"Shortcut Denitrifying PAOs"
"534","Shortcut Denitrifying Phosphorus Accumulating Organisms (Shortcut DPAOs)","Effluent NO2-NO3 concentration","Effluent NOx of mainstream SBR during bioaugmentation (minimum)","mg/L N",11.45,3.17542648054294,"Shortcut Denitrifying PAOs"
"535","Sidestream Enhanced Biological Phosphorus Removal (S2EBPR)","Effluent TP concentration","Effluent total phosphorus to SSRC, mixed","mg/L P",0.48,0.356490833382451,"Sidestream EBPR"
"536","Sidestream Enhanced Biological Phosphorus Removal (S2EBPR)","TP removal efficiency","Total phosphorus removal efficiency SSRC, mixed","%",88.5,5.19615242270663,"Sidestream EBPR"
"537","Sidestream Enhanced Biological Phosphorus Removal (S2EBPR)","Effluent PO4 concentration","Effluent polyP to SSRC, mixed","mg/L P",0.346666666666667,0.559620407061787,"Sidestream EBPR"
"538","Sidestream Enhanced Biological Phosphorus Removal (S2EBPR)","PO4 removal efficiency","PolyP removal efficiency SSRC, mixed","%",80.5,15.5884572681199,"Sidestream EBPR"
"539","Simultaneous Nitrification-Denitrification (NDN)","NH3-NH4 removal rate","Maximum NH4 volumetric removal reported in lit review, original source: (Walter, Haase, & Rabiger, 2005)","kg N/m^3/d",NA,NA,"Simultaneous NDN"
"540","Simultaneous Nitrification-Denitrification (NDN)","NH3-NH4 removal efficiency","Maximum NH4 removal efficiency reported in lit review, original source: (Terada et al., 2006)","%",73.5,30.5995642670502,"Simultaneous NDN"
"541","Simultaneous Nitrification-Denitrification (NDN)","N removal flux","Nitrogen removal rate in an SND MABR fed with air, original source: (Osa et al, 1997)","kg N/m^2/d",NA,NA,"Simultaneous NDN"
"542","Simultaneous Nitrification-Denitrification (NDN)","N removal efficiency","Nitrogen removal during the start-up phase in SBR20 (minimum)","%",83,12.747548783982,"Simultaneous NDN"
"543","Simultaneous Nitrification-Denitrification (NDN)","PO4 removal efficiency","Phosphate removal during the start-up phase in SBR20 (minimum)","%",75.72,25.0683026545436,"Simultaneous NDN"
"544","Simultaneous Nitrification-Denitrification (NDN)","NO2-NO3 removal rate","Denitrification rate during Phase A1","kg N/m^3/d",NA,NA,"Simultaneous NDN"
"545","Simultaneous Nitrification-Denitrification (NDN)","Effluent PO4 concentration","Effluent phosphate in Phase 1","mg/L P",NA,NA,"Simultaneous NDN"
"546","Simultaneous Nitrification-Denitrification (NDN)","Effluent NH3-NH4 concentration","Effluent ammonium in Phase 1","mg/L N",NA,NA,"Simultaneous NDN"
"547","Simultaneous Nitrification-Denitrification (NDN)","Effluent NO2 concentration","Effluent nitrite in Phase 1","mg/L N",NA,NA,"Simultaneous NDN"
"548","Simultaneous Nitrification-Denitrification (NDN)","Effluent NO3 concentration","Effluent nitrate in Phase 1","mg/L N",NA,NA,"Simultaneous NDN"
"549","Simultaneous Nitrification-Denitrification (NDN)","TN removal efficiency","Total nitrogen removal efficiency during Phase 1","%",69.5,4.94826568944446,"Simultaneous NDN"
"550","Stacked Microbial Nutrient Recovery Cell (SMNRC)","N removal efficiency","After 36 hours, for real urine and wastewater (standard deviation from Figure 3)","%",75.5,2.23606797749979,"Bio-electrodialysis"
"551","Stacked Microbial Nutrient Recovery Cell (SMNRC)","P removal efficiency","After 36 hours, for real urine and wastewater (standard deviation from Figure 3)","%",85.4,1.73205080756888,"Bio-electrodialysis"
"552","Stacked Microbial Nutrient Recovery Cell (SMNRC)","Effluent TN concentration","Final TN concentration in urine; After 36 hours, for real urine and wastewater (from Figure 3)","mg/L N",175,3.16227766016838,"Bio-electrodialysis"
"553","Stacked Microbial Nutrient Recovery Cell (SMNRC)","Effluent TP concentration","Final TP concentration in urine; After 36 hours, for real urine and wastewater (from Figure 3)","mg/L P",5,1,"Bio-electrodialysis"
"554","Stacked Microbial Nutrient Recovery Cell (SMNRC)","NH3-NH4 recovery efficiency","Overall recovery ratio of TN; Accounts for ammonium recovered from wastewater and urine; after 36 hours","%",84.6,0,"Bio-electrodialysis"
"555","Stacked Microbial Nutrient Recovery Cell (SMNRC)","PO4 recovery efficiency","Overall recovery ratio of TP Accounts for phosphate recovered from wastewater and urine; after 36 hours","%",92.9,0,"Bio-electrodialysis"
"556","Stacked Microbial Nutrient Recovery Cell (SMNRC)","TN removal rate","TN; During first 12 hours of cycle","kg N/m^3/d",NA,NA,"Bio-electrodialysis"
"557","Stage-aerated anaerobic, anoxic, micro-aerobic, and anoxic system (A2MO-M)","TN removal efficiency","Total nitrogen removal efficiency","%",87.3,0,"Conventional EBPR"
"558","Stage-aerated anaerobic, anoxic, micro-aerobic, and anoxic system (A2MO-M)","TP removal efficiency","Total phosphorus removal efficiency","%",91.9,0,"Conventional EBPR"
"559","Struvite Formation by Aeration","Effluent PO4 concentration","Concentration of soluble PO4-P (under 2 h aeration with different condition)","mg/L P",44.674225,9.75309212079261,"Precipitation"
"560","Struvite Formation by Aeration","PO4 removal efficiency","PO4-P; average for pilot","%",65,0,"Precipitation"
"561","Struvite Formation with Electrochemical Mg Dosing","PO4 removal flux","Average PO4 removal flux for 13 subsequent cycles at the anode potential of -0.6 V vs. normal hydrogen electrode (NHE)","kg P/m^2/d",0.936,0.261725963557306,"Electrocoagulation"
"562","Struvite Formation with Electrochemical Mg Dosing","Energy consumption for P removal","For the experiments","MJ/kg P",0.204,4.47433078795031,"Electrocoagulation"
"563","Struvite Formation with Electrochemical Mg Dosing","Cost for P recovery","Cost of the electrochemical magnesium anode","$/kg P",39.141191314175,0,"Electrocoagulation"
"564","Struvite Formation with Electrochemical Mg Dosing","P removal flux","Without a dose of NaCl","kg P/m^2/d",1.1436,0.289739508623079,"Electrocoagulation"
"565","Struvite Formation with Electrochemical Mg Dosing","P removal efficiency","The removal ratio of phosphorous after 4 h with a concentration below 0.01 M KH2PO4, greater than","%",98,0,"Electrocoagulation"
"566","Struvite Formation with Electrochemical Mg Dosing","PO4 removal efficiency","The removal ratio of phosphate after 4 h in 0.02 M KH2PO4, greater than","%",80,0,"Electrocoagulation"
"567","Struvite Formation","P removal efficiency","Using filter bag for solids recovery","%",91,0,"Precipitation"
"568","Struvite Formation","Effluent P concentration","Phosphate; after 20 minutes of treatment (from Fig. 4)","mg/L P",8,0,"Precipitation"
"569","Struvite Formation","P recovery efficiency","AirPrex for anaerobic sludge at Mg:P ratio of 1.5:1 (minimum)","%",90.1428571428571,4.56468658687151,"Precipitation"
"570","Struvite Formation","Cost for P recovery","DHV Crystalactor for digester supernatant (Figure 12)","$/kg P",8.96325,1.25156294288382,"Precipitation"
"571","Sulfate Reduction Autotrophic Denitrification and Nitrification Integrated (SANI)","TN removal efficiency","N removal through SANI system (during Phase IV)","%",74,0,"Sulfur-based nutrient removal"
"572","Sulfate Reduction Autotrophic Denitrification and Nitrification Integrated (SANI)","NO3 removal efficiency","N removal through SANI system (during Phase IV)","%",99,0,"Sulfur-based nutrient removal"
"573","Sulfate Reduction Autotrophic Denitrification and Nitrification Integrated (SANI)","NH3-NH4 removal efficiency","Influent ammonium nitrified to nitrate (entire operation)","%",97.6,0,"Sulfur-based nutrient removal"
"574","Sulfate Reduction Autotrophic Denitrification and Nitrification Integrated (SANI)","P removal efficiency","Removal of P through the system at different temperatures (Stage 2 at 20 deg C)","%",71.5,8.00187478032492,"Sulfur-based nutrient removal"
"575","Sulfate Reduction Autotrophic Denitrification and Nitrification Integrated (SANI)","NO3 removal rate","Volumetric nitrate consumption rate; Consumption of nitrate through reactor (Stage 2)","kg N/m^3/d",NA,NA,"Sulfur-based nutrient removal"
"576","Sulfate Reduction Autotrophic Denitrification and Nitrification Integrated (SANI)","P removal rate","Volumetric P removal in system (Stage 2)","kg P/m^3/d",NA,NA,"Sulfur-based nutrient removal"
"577","Sulfate Reduction Autotrophic Denitrification and Nitrification Integrated (SANI)","NH3-NH4 removal rate","Max volumetric nitrification; Maximum nitrification rate in winter (20°C)","kg N/m^3/d",NA,0,"Sulfur-based nutrient removal"
"578","Sulfidogenic oxic-settling anaerobic process (SOSA)","Effluent NO3 concentration","Effluent nitrate concentration from SBR","mg/L N",6.25,0.894427190999916,"Sulfur-based nutrient removal"
"579","Sulfidogenic oxic-settling anaerobic process (SOSA)","Effluent TN concentration","Effluent total nitrogen concentration from SBR","mg/L N",8.1,1.03440804327886,"Sulfur-based nutrient removal"
"580","Sulfidogenic oxic-settling anaerobic process (SOSA)","NH3-NH4 removal efficiency","Ammonia removal through SBR; greater than value listed","%",98,0,"Sulfur-based nutrient removal"
"581","Sulfidogenic oxic-settling anaerobic process (SOSA)","TN removal efficiency","TN removal efficiency through SBR","%",85,0,"Sulfur-based nutrient removal"
"582","Sulfur-Based Denitrification","Effluent NO3 concentration","Effluent nitrate out of reactor 1 in period 5","mg/L N",10.375,9.5420123663722,"Sulfur-based nutrient removal"
"583","Sulfur-Based Denitrification","Effluent NO2 concentration","Effluent nitrite out of reactors, shows effectiveness of denitrification; less than value listed for entire study","mg/L N",0.5,0,"Sulfur-based nutrient removal"
"584","Sulfur-Based Denitrification","NO3 removal rate","Maximum rate of denitrification in the reactors; throughout entire study","kg N/m^3/d",0.3,0,"Sulfur-based nutrient removal"
"585","Sulfur-Limestone Packed Bed Filter","NO3 removal efficiency","Removal efficiency of nitrate (2 hour EBRT)","%",92.06,7.04981973764814,"Sulfur-based nutrient removal"
"586","Sulfur-Limestone Packed Bed Filter","Effluent NO3 concentration","Effluent nitrate from reactor (0.75 EBRT)","mg/L N",1.78,0.681273317643759,"Sulfur-based nutrient removal"
"587","Sulfur-Limestone Packed Bed Filter","Effluent NO2 concentration","Effluent nitrite from reactor, leftover nitrite is a sign that incomplete nitrification is occurring (0.5 EBRT)","mg/L N",0.375,0,"Sulfur-based nutrient removal"
"588","Sulfur-Limestone Packed Bed Filter","NO3 removal rate","Removed loading rate of nitrate (2 hour EBRT)","kg N/m^3/d",NA,NA,"Sulfur-based nutrient removal"
"589","Sulfur-Siderite Autotrophic Denitrification","NO3 removal efficiency","Removal efficiency of nitrate through reactor (ICAD, 12 h HRT)","%",63.4475,32.2757767540824,"Sulfur-based nutrient removal"
"590","Sulfur-Siderite Autotrophic Denitrification","TN removal rate","Removal rate of total nitrogen (SICAD, 0.5 h HRT)","kg N/m^3/d",NA,0,"Sulfur-based nutrient removal"
"591","Sulfur-Siderite Autotrophic Denitrification","Effluent NO3 concentration","Effluent nitrate from lab-scale reactor, R2 phase 1 and 2","mg/L N",4.524,3.91573747843238,"Sulfur-based nutrient removal"
"592","Sulfur-Siderite Autotrophic Denitrification","Effluent NO2 concentration","Effluent nitrite from lab-scale reactor, R2 phase 1 and 2","mg/L N",2.815,3.35512046480202,"Sulfur-based nutrient removal"
"593","Sulfur-Siderite Autotrophic Denitrification","TKN removal efficiency","Removal rate of nitrate and nitrite through lab-scale reactor R2, phase 3","%",48.75,0,"Sulfur-based nutrient removal"
"594","Sulfur-Siderite Autotrophic Denitrification","Effluent PO4 concentration","Average phosphate from lab-scale reactor, R1 24 h HRT","mg/L P",0.783333333333333,0.579089803053033,"Sulfur-based nutrient removal"
"595","Sulfur-Siderite Autotrophic Denitrification","TN removal efficiency","TN removal efficiency through the pilot phase 1","%",58.0333333333333,12.4067521938661,"Sulfur-based nutrient removal"
"596","Sulfur-Siderite Autotrophic Denitrification","PO4 removal efficiency","Phosphate removal efficiency through the pilot, phase 1","%",76.3666666666667,27.4668436482971,"Sulfur-based nutrient removal"
"597","Sulfur-Siderite Autotrophic Denitrification","TP removal efficiency","Total phosphorus removal efficiency through the pilot phase 1","%",47.3,23.1817816398999,"Sulfur-based nutrient removal"
"598","Suspended Adsorption","P removal efficiency","For experiments using limestone as filter medium (minimum)","%",61.9333333333333,28.3460755661167,"Ion Exchange/Adsorption"
"599","Suspended Adsorption","P removal rate","For experiments using opoka as filter medium; less than value listed","kg P/m^3/d",NA,0,"Ion Exchange/Adsorption"
"600","Sweep Gas Membrane Distillation (MD)","NH3-NH4 removal efficiency","Ammonia; Maximum achieved (at 3 L/min sweep gas flow rate and 75C after 2 hours)","%",97,0,"Membrane distillation"
"601","Sweep Gas Membrane Distillation (MD)","Effluent NH3-NH4 concentration","Ammonia; Lowest achieved (at 3 L/min sweep gas flow rate and 75C after 2 hours)","mg/L N",NA,0,"Membrane distillation"
"602","Thiosulfate-Based Autotrophic Denitrification","NO2 removal efficiency","Removal of nitrite; end of phase III","%",93.6,0,"Sulfur-based nutrient removal"
"603","Tire-Sulfur Hybrid Adsorption Denitrification (T-SHAD)","Effluent NO3 concentration","T-SHAD; Effluent nitrate to the reactor, measure of how effective the reactor was at denitrification (phase 2)","mg/L N",4.9,0.904157066001254,"Sulfur-based nutrient removal"
"604","Tire-Sulfur Hybrid Adsorption Denitrification (T-SHAD)","Effluent NO2 concentration","T-SHAD; Effluent nitrite to reactor, measured to determine whether denitrification was complete in the reactor (phase 2)","mg/L N",0.333333333333333,0.05,"Sulfur-based nutrient removal"
"605","UCT-MBR with in situ Vivianite Formation (vUCT-MBR)","TN removal efficiency","Total nitrogen removal; greater than value listed for entire operation","%",90,0,"EBPR with co-precipitation"
"606","UCT-MBR with in situ Vivianite Formation (vUCT-MBR)","Effluent PO4 concentration","Effluent phosphate from system; for R3 only","mg/L P",0.0586976710883487,0,"EBPR with co-precipitation"
"607","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","Effluent TP concentration","Secondary effluent total phosphorus, plant C","mg/L P",0.561666666666667,0.402211742387372,"Conventional EBPR"
"608","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","Effluent PO4 concentration","Secondary effluent phosphate, plant C","mg/L P",1.37428571428571,1.34430744251455,"Conventional EBPR"
"609","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","Effluent TKN concentration","Effluent TKN from VIP and MBR, Traverse November 2004","mg/L N",2.275,1.60606143510556,"Conventional EBPR"
"610","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","Effluent NH3-NH4 concentration","Effluent NH3-N from VIP and MBR, Traverse November 2004","mg/L N",3.31666666666667,6.67116610067964,"Conventional EBPR"
"611","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","PO4 removal efficiency","Phosphate removal rate, phase 1","%",91.3333333333333,6.51920240520265,"Conventional EBPR"
"612","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","TKN removal efficiency","TKN removal rate, phase 1","%",96,0,"Conventional EBPR"
"613","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","TN removal efficiency","Total N removal efficiency during entire pilot operation","%",70,3.16227766016838,"Conventional EBPR"
"614","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","Effluent NO2-NO3 concentration","Effluent nitrate and nitrite, phase 1","mg/L N",8.86666666666667,1.70440605490593,"Conventional EBPR"
"615","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","N removal efficiency","Removal of nitrogen through the IFAS system (minimum)","%",91.95,9.29533933395296,"Conventional EBPR"
"616","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","P removal efficiency","Removal of phosphorus through the IFAS system (minimum)","%",47.25,26.269437248128,"Conventional EBPR"
"617","University of Cape Town (UCT) or Virginia Initiative Plant (VIP)","Effluent P concentration","Concentration in secondary clarifier effluent (minimum)","mg/L P",10.65,2.94448637286709,"Conventional EBPR"
